Date,Time,Weather,Road_Condition,Time_of_Day,Traffic,Accident_Type,Vehicle_Type,Accident_Reason,Latitude,Longitude,Severity
01-06-2025,20:12:18,Clear,Moderate,Evening,High,Side,Car,Distracted Driving,40.62053779,-74.06073638,Medium
10-02-2025,08:31:09,Rain,Good,Morning,Medium,Rear-end,Motorcycle,Mechanical Failure,40.89560257,-74.00844275,Low
30-03-2025,06:49:02,Rain,Good,Night,Medium,Rollover,Car,Alcohol,40.8993913,-73.80921046,High
16-05-2025,20:25:32,Rain,Good,Evening,Low,Head-on,Motorcycle,Speeding,40.89901216,-74.14716277,High
02-01-2025,04:42:35,Fog,Good,Night,Medium,Rollover,Car,Distracted Driving,40.69471106,-74.13047092,High
17-02-2025,21:48:09,Clear,Poor,Evening,Jam,Other,Car,Weather,40.82697312,-74.01129879,Medium
28-03-2025,14:37:38,Clear,Poor,Afternoon,High,Rear-end,Car,Other,40.74316941,-73.76705547,Medium
15-01-2025,08:44:42,Clear,Poor,Morning,Medium,Rollover,Car,Speeding,40.57056649,-73.71164829,Medium
23-02-2025,18:01:21,Rain,Moderate,Afternoon,High,Rear-end,Truck,Distracted Driving,40.70730532,-73.7615895,Medium
28-06-2025,01:39:10,Snow,Moderate,Night,Low,Rollover,Bicycle,Weather,40.76415855,-74.03265765,High
17-07-2025,06:54:25,Clear,Good,Night,Jam,Other,Car,Mechanical Failure,40.89385957,-74.06093689,Medium
07-02-2025,03:40:16,Fog,Good,Night,Medium,Side,Motorcycle,Distracted Driving,40.57242356,-73.95556498,Medium
28-08-2025,08:58:58,Fog,Good,Morning,Low,Rear-end,Car,Other,40.88220518,-73.73066715,Low
23-02-2025,09:47:46,Fog,Moderate,Morning,Medium,Side,Pedestrian,Distracted Driving,40.72884389,-73.73740587,Low
07-01-2025,20:37:12,Clear,Poor,Evening,Medium,Other,Motorcycle,Weather,40.75885128,-73.93847079,Medium
15-05-2025,04:01:51,Clear,Good,Night,Medium,Rear-end,Pedestrian,Speeding,40.91886003,-73.99245742,Low
19-04-2025,05:31:00,Rain,Good,Night,Low,Rear-end,Car,Weather,40.91627939,-73.78046897,Medium
13-02-2025,00:12:09,Clear,Moderate,Night,Low,Side,Car,Speeding,40.67962478,-74.06900164,Low
19-05-2025,08:16:08,Clear,Good,Morning,Low,Rollover,Truck,Mechanical Failure,40.91666216,-74.07136699,Medium
05-07-2025,02:33:58,Clear,Good,Night,Low,Head-on,Car,Other,40.85333436,-73.9444298,Medium
24-02-2025,12:37:55,Rain,Good,Morning,High,Rollover,Car,Speeding,40.59385608,-73.88929074,High
13-05-2025,10:09:34,Clear,Good,Morning,Low,Rear-end,Car,Running Red Light,40.6091046,-73.70127107,Low
19-05-2025,07:40:31,Snow,Poor,Morning,High,Side,Motorcycle,Running Red Light,40.58543236,-73.78018935,Medium
26-02-2025,06:05:19,Clear,Poor,Night,Low,Head-on,Motorcycle,Distracted Driving,40.75013726,-74.13793529,High
09-03-2025,19:16:44,Rain,Moderate,Evening,High,Other,Car,Alcohol,40.60113683,-73.9726379,Medium
21-05-2025,07:30:53,Rain,Good,Morning,Low,Other,Truck,Distracted Driving,40.70135049,-73.73106373,Low
13-05-2025,03:59:23,Clear,Poor,Night,Medium,Head-on,Car,Speeding,40.86114878,-74.02679753,High
19-03-2025,14:47:04,Clear,Good,Afternoon,High,Rear-end,Car,Alcohol,40.91669939,-73.78110942,Low
28-07-2025,17:25:31,Snow,Good,Afternoon,Medium,Rollover,Car,Other,40.63233242,-73.90120886,Medium
14-02-2025,09:04:02,Snow,Poor,Morning,Low,Head-on,Car,Running Red Light,40.58844908,-74.10688932,High
16-03-2025,09:42:20,Rain,Good,Morning,Low,Side,Car,Distracted Driving,40.81574967,-73.7677347,Low
23-06-2025,19:13:10,Clear,Poor,Evening,Low,Side,Truck,Weather,40.78789192,-73.90550927,Medium
12-07-2025,14:46:56,Clear,Good,Afternoon,Low,Head-on,Truck,Speeding,40.6301404,-74.0492412,Medium
18-03-2025,03:32:17,Clear,Moderate,Night,Low,Head-on,Car,Running Red Light,40.79833007,-73.99095637,Medium
08-05-2025,08:16:35,Snow,Moderate,Morning,Low,Side,Car,Running Red Light,40.7309379,-73.77384725,Low
03-02-2025,10:08:18,Snow,Good,Morning,Low,Side,Motorcycle,Weather,40.79797518,-73.85692787,Low
15-05-2025,09:31:01,Clear,Moderate,Morning,High,Side,Bicycle,Speeding,40.84551044,-73.84021468,Low
28-02-2025,20:28:41,Rain,Moderate,Evening,Medium,Rear-end,Motorcycle,Speeding,40.86731072,-74.00551706,Medium
22-04-2025,09:38:25,Rain,Good,Morning,High,Rear-end,Bus,Speeding,40.77914113,-73.87423182,Medium
08-08-2025,23:05:19,Clear,Moderate,Evening,Medium,Rear-end,Truck,Alcohol,40.88158168,-73.90287004,Low
09-04-2025,23:40:42,Rain,Good,Evening,Jam,Side,Motorcycle,Weather,40.83157739,-73.86760762,Medium
23-01-2025,22:37:23,Clear,Good,Evening,Jam,Side,Car,Speeding,40.77740524,-73.73463639,Medium
11-07-2025,14:11:04,Clear,Moderate,Afternoon,High,Head-on,Car,Distracted Driving,40.63691093,-73.88456376,Medium
18-07-2025,03:07:03,Snow,Poor,Night,Medium,Side,Truck,Alcohol,40.91167204,-74.1270445,Medium
01-02-2025,06:49:54,Rain,Good,Night,Medium,Other,Bicycle,Speeding,40.88781996,-74.13304225,Medium
07-04-2025,16:01:50,Clear,Good,Afternoon,High,Rollover,Car,Distracted Driving,40.69263211,-73.87766746,Medium
09-02-2025,00:47:35,Clear,Moderate,Night,Low,Other,Car,Alcohol,40.79984896,-74.04532235,Low
13-08-2025,23:04:16,Clear,Good,Evening,High,Side,Car,Distracted Driving,40.91073704,-74.09935185,Medium
28-05-2025,02:15:03,Clear,Poor,Night,High,Head-on,Motorcycle,Speeding,40.63664022,-73.94866029,High
11-07-2025,10:43:55,Rain,Good,Morning,Medium,Rear-end,Bus,Running Red Light,40.76042396,-73.79199129,Low
29-05-2025,21:51:58,Rain,Moderate,Evening,High,Side,Car,Speeding,40.74438092,-73.99122956,Medium
13-03-2025,01:22:33,Clear,Good,Night,Medium,Head-on,Bus,Distracted Driving,40.83674278,-73.8518029,Medium
26-05-2025,21:21:11,Rain,Moderate,Evening,Medium,Side,Truck,Distracted Driving,40.63728037,-73.83313424,Medium
15-05-2025,15:32:55,Clear,Good,Afternoon,Medium,Rear-end,Car,Alcohol,40.55163175,-74.10380084,Low
07-02-2025,16:46:21,Clear,Good,Afternoon,Medium,Rollover,Pedestrian,Speeding,40.73488317,-73.8294538,Medium
08-05-2025,03:54:28,Rain,Good,Night,Medium,Rollover,Car,Speeding,40.85087628,-73.82105952,High
21-04-2025,14:13:16,Clear,Moderate,Afternoon,High,Rear-end,Car,Other,40.66976765,-73.75830636,Low
18-03-2025,07:21:50,Clear,Poor,Morning,Low,Side,Motorcycle,Weather,40.83897977,-73.81180974,Low
07-02-2025,09:54:12,Clear,Good,Morning,Low,Side,Truck,Speeding,40.67068405,-73.89658618,Low
08-02-2025,22:38:15,Snow,Good,Evening,High,Rollover,Car,Distracted Driving,40.91016588,-73.76965886,High
26-05-2025,02:44:55,Clear,Construction,Night,Jam,Side,Motorcycle,Mechanical Failure,40.7004864,-74.10581195,Medium
16-04-2025,04:35:03,Clear,Moderate,Night,Low,Side,Car,Distracted Driving,40.86876796,-73.89803689,Low
19-05-2025,10:30:09,Rain,Good,Morning,Low,Rollover,Truck,Alcohol,40.7212179,-73.71606564,Medium
06-02-2025,21:53:09,Clear,Good,Evening,Medium,Rear-end,Car,Running Red Light,40.90115981,-73.82618059,Low
26-07-2025,23:25:50,Clear,Good,Evening,Medium,Head-on,Car,Alcohol,40.85500738,-73.89524872,Medium
21-02-2025,16:35:34,Clear,Good,Afternoon,Low,Rollover,Pedestrian,Running Red Light,40.62218993,-73.95204522,Medium
05-07-2025,09:58:22,Rain,Good,Morning,Medium,Rear-end,Truck,Distracted Driving,40.71505925,-73.89787362,Low
13-04-2025,00:53:15,Clear,Poor,Night,Jam,Rollover,Car,Speeding,40.91825382,-73.96604188,High
13-07-2025,17:03:33,Clear,Moderate,Afternoon,Low,Side,Motorcycle,Alcohol,40.80832032,-73.83688571,Low
16-08-2025,10:45:15,Clear,Moderate,Morning,Medium,Rollover,Car,Weather,40.9028687,-74.04366428,Medium
29-07-2025,20:15:40,Clear,Good,Evening,High,Head-on,Car,Distracted Driving,40.64064786,-73.81324828,High
02-07-2025,17:14:19,Rain,Poor,Afternoon,Low,Head-on,Bus,Weather,40.57770189,-73.71804514,High
17-04-2025,22:50:58,Rain,Good,Evening,Medium,Rollover,Car,Speeding,40.64540532,-73.75906258,High
08-06-2025,09:23:59,Clear,Good,Morning,Low,Head-on,Pedestrian,Alcohol,40.80538486,-73.84964347,Medium
01-05-2025,17:45:29,Clear,Moderate,Afternoon,Low,Side,Car,Speeding,40.84525733,-74.13710991,Low
01-05-2025,05:28:45,Rain,Moderate,Night,Low,Rollover,Car,Speeding,40.72563171,-74.08198913,High
12-07-2025,08:09:13,Clear,Good,Morning,Medium,Rear-end,Truck,Alcohol,40.77769518,-73.95610057,Low
11-02-2025,15:57:45,Rain,Good,Afternoon,Medium,Rollover,Car,Running Red Light,40.57610239,-73.77879644,Medium
14-04-2025,20:23:38,Clear,Poor,Evening,High,Head-on,Car,Distracted Driving,40.57756591,-73.81103507,High
07-05-2025,20:10:14,Clear,Moderate,Evening,High,Head-on,Bicycle,Weather,40.62796524,-74.12791161,High
14-06-2025,15:43:44,Clear,Moderate,Afternoon,Medium,Rear-end,Motorcycle,Mechanical Failure,40.60407524,-73.84654048,Low
28-03-2025,21:22:04,Clear,Good,Evening,Low,Side,Truck,Running Red Light,40.7674744,-74.14928413,Low
19-04-2025,23:51:03,Fog,Good,Evening,High,Rollover,Motorcycle,Weather,40.79208631,-73.8274484,High
21-06-2025,10:29:03,Clear,Poor,Morning,High,Side,Car,Mechanical Failure,40.86289333,-73.84029385,Medium
16-08-2025,21:00:06,Rain,Moderate,Evening,Medium,Side,Car,Mechanical Failure,40.720194,-73.71416252,Medium
22-01-2025,17:12:16,Rain,Good,Afternoon,Jam,Rear-end,Car,Distracted Driving,40.80417579,-74.09209799,Medium
27-03-2025,16:12:04,Clear,Moderate,Afternoon,Medium,Head-on,Car,Mechanical Failure,40.87287094,-74.00174756,Medium
29-08-2025,06:36:44,Clear,Moderate,Night,Low,Other,Car,Running Red Light,40.70667229,-73.7527115,Low
13-03-2025,16:37:04,Rain,Good,Afternoon,Medium,Rollover,Pedestrian,Speeding,40.69447519,-74.05786372,Medium
13-06-2025,22:26:26,Clear,Good,Evening,Medium,Head-on,Car,Speeding,40.87163401,-73.7658893,Medium
11-02-2025,19:30:00,Clear,Good,Evening,High,Head-on,Car,Speeding,40.76575267,-74.0175206,High
25-08-2025,15:28:02,Clear,Moderate,Afternoon,Medium,Side,Bus,Mechanical Failure,40.55722808,-73.75860967,Low
15-06-2025,06:16:27,Fog,Poor,Night,Low,Rear-end,Car,Distracted Driving,40.56338978,-73.80612304,Medium
27-04-2025,06:10:50,Clear,Moderate,Night,Medium,Rollover,Motorcycle,Speeding,40.79599838,-73.84944113,Medium
12-02-2025,19:36:31,Rain,Moderate,Evening,Low,Side,Motorcycle,Distracted Driving,40.90501752,-73.85907275,Medium
31-07-2025,11:56:32,Clear,Good,Morning,Low,Side,Car,Weather,40.68752752,-74.0836831,Low
28-04-2025,15:33:31,Snow,Poor,Afternoon,Low,Rollover,Car,Weather,40.7606149,-73.91876223,High
26-08-2025,16:44:10,Clear,Moderate,Afternoon,Medium,Rear-end,Bicycle,Weather,40.55672209,-73.70174269,Low
09-05-2025,21:11:14,Clear,Moderate,Evening,Medium,Rollover,Car,Speeding,40.8087703,-73.97626954,Medium
14-05-2025,16:43:29,Clear,Moderate,Afternoon,Medium,Rear-end,Motorcycle,Speeding,40.69554862,-74.059455,Low
12-03-2025,09:25:50,Clear,Good,Morning,Low,Side,Truck,Distracted Driving,40.88475195,-74.13191046,Low
03-01-2025,16:56:22,Clear,Moderate,Afternoon,Low,Other,Motorcycle,Alcohol,40.8465034,-74.07613637,Low
28-03-2025,19:36:00,Snow,Good,Evening,Medium,Rollover,Motorcycle,Distracted Driving,40.87634066,-73.85159334,High
06-04-2025,19:26:23,Snow,Moderate,Evening,Medium,Rollover,Pedestrian,Running Red Light,40.61767022,-73.77499312,High
12-04-2025,17:48:49,Clear,Good,Afternoon,High,Other,Pedestrian,Speeding,40.89364188,-74.13643714,Low
02-05-2025,15:54:59,Clear,Good,Afternoon,High,Head-on,Motorcycle,Distracted Driving,40.83350996,-73.83955277,Medium
13-08-2025,19:56:58,Snow,Construction,Evening,Medium,Rear-end,Motorcycle,Speeding,40.5621413,-73.89627913,Medium
06-03-2025,18:35:26,Snow,Good,Afternoon,Jam,Side,Bus,Distracted Driving,40.55225752,-73.77189467,Medium
17-06-2025,20:07:09,Clear,Moderate,Evening,Low,Rollover,Car,Weather,40.80281024,-73.98554059,Medium
24-01-2025,03:20:54,Clear,Moderate,Night,High,Other,Bus,Speeding,40.59326498,-73.76727834,Medium
08-05-2025,21:23:26,Clear,Moderate,Evening,Medium,Rollover,Car,Distracted Driving,40.7665551,-74.10220366,Medium
04-07-2025,09:30:36,Rain,Good,Morning,High,Other,Motorcycle,Weather,40.74251205,-74.06379488,Medium
15-06-2025,07:55:03,Rain,Poor,Morning,High,Other,Car,Alcohol,40.66311824,-73.96417945,Medium
25-02-2025,17:48:49,Rain,Poor,Afternoon,Low,Side,Bus,Weather,40.59696299,-73.88161971,Medium
28-01-2025,05:50:47,Snow,Moderate,Night,Medium,Head-on,Motorcycle,Alcohol,40.71710718,-73.71347055,High
23-01-2025,12:46:33,Clear,Moderate,Morning,Medium,Rollover,Motorcycle,Distracted Driving,40.91236606,-74.03909969,Medium
14-04-2025,21:32:46,Clear,Good,Evening,Medium,Rear-end,Bus,Distracted Driving,40.72516787,-73.974376,Low
10-01-2025,06:15:01,Rain,Moderate,Night,High,Rear-end,Truck,Distracted Driving,40.73900714,-73.86399056,Medium
30-04-2025,11:51:05,Clear,Poor,Morning,Low,Rear-end,Truck,Running Red Light,40.6142691,-73.71854221,Low
17-07-2025,03:49:30,Clear,Moderate,Night,High,Other,Bicycle,Distracted Driving,40.91433861,-74.08436143,Medium
13-06-2025,22:19:49,Clear,Good,Evening,Medium,Rollover,Car,Mechanical Failure,40.68695547,-73.9774585,Medium
03-07-2025,19:59:42,Rain,Good,Evening,Medium,Head-on,Truck,Alcohol,40.72851185,-73.95672188,High
30-07-2025,11:57:50,Snow,Poor,Morning,Low,Head-on,Car,Weather,40.58899552,-73.7457527,High
10-04-2025,11:46:00,Clear,Good,Morning,Low,Other,Car,Distracted Driving,40.73822497,-73.92632006,Low
07-06-2025,03:59:33,Clear,Moderate,Night,Low,Head-on,Bus,Running Red Light,40.70785507,-74.12249854,Medium
29-08-2025,00:42:48,Clear,Good,Night,High,Side,Car,Weather,40.57773274,-73.73168143,Medium
24-01-2025,00:32:53,Clear,Poor,Night,Low,Rollover,Truck,Distracted Driving,40.76746775,-74.10565247,High
18-04-2025,07:49:45,Clear,Good,Morning,Low,Side,Car,Distracted Driving,40.61540477,-74.13050264,Low
04-05-2025,11:56:56,Rain,Good,Morning,Medium,Side,Car,Mechanical Failure,40.76795624,-74.023562,Low
10-02-2025,13:12:28,Snow,Good,Afternoon,Medium,Head-on,Car,Mechanical Failure,40.88736083,-74.04264313,Medium
04-01-2025,08:18:54,Clear,Good,Morning,Low,Rear-end,Truck,Distracted Driving,40.83981649,-74.08520449,Low
22-07-2025,00:54:17,Rain,Good,Night,Low,Head-on,Car,Distracted Driving,40.69606851,-73.72316757,High
12-03-2025,10:39:28,Rain,Moderate,Morning,Medium,Rollover,Car,Mechanical Failure,40.5880017,-74.12531887,Medium
09-08-2025,04:12:05,Clear,Poor,Night,Medium,Rollover,Motorcycle,Speeding,40.80220219,-74.02173316,High
01-03-2025,05:55:22,Rain,Construction,Night,Medium,Rollover,Pedestrian,Mechanical Failure,40.80098069,-73.84587698,High
25-02-2025,09:25:56,Clear,Moderate,Morning,Medium,Rollover,Car,Distracted Driving,40.56305292,-73.83149302,Medium
09-08-2025,01:07:01,Clear,Moderate,Night,High,Rollover,Car,Running Red Light,40.55032624,-74.06168802,High
19-08-2025,21:53:20,Clear,Moderate,Evening,Low,Rollover,Car,Other,40.90280435,-74.04513335,Medium
06-01-2025,03:38:21,Clear,Moderate,Night,Low,Rear-end,Car,Weather,40.79937176,-73.91959818,Low
20-07-2025,20:08:14,Clear,Good,Evening,Low,Rollover,Bus,Alcohol,40.88213003,-73.89433809,Medium
27-03-2025,21:43:32,Clear,Good,Evening,Medium,Other,Car,Weather,40.57583705,-73.97386169,Low
07-07-2025,12:28:08,Rain,Good,Morning,Low,Side,Car,Running Red Light,40.65426793,-74.07190736,Low
13-08-2025,07:23:03,Rain,Good,Morning,Medium,Head-on,Car,Running Red Light,40.85445346,-73.87221491,Medium
16-02-2025,16:10:54,Rain,Moderate,Afternoon,Medium,Rear-end,Car,Distracted Driving,40.65879078,-74.13395406,Low
22-06-2025,07:27:40,Clear,Construction,Morning,High,Side,Car,Running Red Light,40.57400047,-73.70181561,Medium
07-03-2025,19:32:01,Clear,Construction,Evening,High,Side,Motorcycle,Distracted Driving,40.62629692,-73.96468607,Medium
29-03-2025,06:22:49,Clear,Moderate,Night,Low,Rear-end,Car,Distracted Driving,40.83243428,-74.07987813,Low
28-02-2025,13:58:20,Clear,Good,Afternoon,Medium,Other,Truck,Distracted Driving,40.72330526,-73.8041363,Low
31-01-2025,17:46:11,Clear,Good,Afternoon,Low,Other,Car,Weather,40.71005747,-73.77518757,Low
27-05-2025,13:42:03,Clear,Construction,Afternoon,High,Rollover,Motorcycle,Speeding,40.73961331,-73.75823045,High
24-04-2025,10:57:10,Fog,Poor,Morning,Low,Rollover,Bus,Mechanical Failure,40.56035916,-73.88188472,High
12-05-2025,14:19:20,Rain,Good,Afternoon,Medium,Rear-end,Car,Speeding,40.76499025,-74.06119412,Low
28-03-2025,20:46:31,Rain,Good,Evening,Medium,Rollover,Car,Running Red Light,40.65248936,-73.87708877,High
20-02-2025,19:27:00,Rain,Poor,Evening,Medium,Other,Truck,Speeding,40.71463221,-74.13885297,Medium
02-06-2025,04:44:28,Clear,Poor,Night,High,Other,Car,Other,40.71072932,-73.81068474,Medium
10-03-2025,06:35:31,Rain,Moderate,Night,Low,Head-on,Bus,Distracted Driving,40.77669861,-73.88713911,High
26-01-2025,19:13:00,Clear,Good,Evening,Medium,Rear-end,Pedestrian,Mechanical Failure,40.76410564,-73.90742115,Low
07-07-2025,03:36:04,Clear,Moderate,Night,Medium,Other,Car,Alcohol,40.89158988,-74.13213911,Low
28-04-2025,01:44:38,Snow,Moderate,Night,Medium,Rollover,Motorcycle,Speeding,40.66605102,-73.86605493,High
31-05-2025,15:10:46,Clear,Moderate,Afternoon,High,Rear-end,Car,Weather,40.64856695,-73.93672871,Low
20-06-2025,00:32:29,Clear,Good,Night,Medium,Rear-end,Motorcycle,Weather,40.70394215,-73.73760402,Low
12-03-2025,13:38:11,Clear,Good,Afternoon,Medium,Other,Car,Distracted Driving,40.8310967,-73.73152826,Low
11-01-2025,07:46:55,Rain,Good,Morning,Jam,Rear-end,Truck,Speeding,40.66576524,-73.72139991,Medium
26-05-2025,03:39:35,Rain,Moderate,Night,High,Side,Car,Speeding,40.75018074,-74.14757721,Medium
14-04-2025,23:20:12,Clear,Moderate,Evening,Low,Side,Truck,Other,40.73096796,-74.06834839,Low
10-03-2025,12:06:46,Clear,Good,Morning,Low,Other,Car,Alcohol,40.55699327,-73.79471527,Low
30-08-2025,02:59:33,Clear,Good,Night,Medium,Head-on,Car,Mechanical Failure,40.67571929,-73.85226674,Medium
17-03-2025,12:22:39,Clear,Poor,Morning,High,Rollover,Car,Mechanical Failure,40.57629282,-73.91016207,High
13-06-2025,21:22:14,Clear,Good,Evening,High,Rear-end,Car,Weather,40.64632528,-73.72283564,Medium
09-01-2025,21:10:42,Clear,Poor,Evening,High,Side,Car,Distracted Driving,40.60209205,-73.70111047,Medium
08-06-2025,06:57:06,Rain,Good,Night,Low,Other,Car,Distracted Driving,40.74625101,-73.99763119,Medium
17-03-2025,01:15:31,Clear,Good,Night,Medium,Rear-end,Truck,Weather,40.77008545,-73.81108712,Low
25-04-2025,07:00:13,Clear,Poor,Morning,Medium,Other,Car,Speeding,40.62981537,-74.13955882,Low
19-03-2025,05:06:43,Rain,Good,Night,High,Other,Car,Mechanical Failure,40.65322073,-73.72283043,Medium
12-07-2025,08:55:37,Clear,Good,Morning,High,Rollover,Car,Distracted Driving,40.86703364,-73.85330021,Medium
11-04-2025,20:25:42,Snow,Good,Evening,Low,Head-on,Truck,Alcohol,40.72776474,-73.74127212,High
01-08-2025,18:53:54,Clear,Good,Afternoon,Low,Side,Car,Speeding,40.62444288,-74.1100431,Low
05-05-2025,08:47:20,Rain,Moderate,Morning,Low,Side,Car,Weather,40.77941481,-73.98092726,Low
17-02-2025,09:31:17,Clear,Good,Morning,High,Other,Car,Speeding,40.81892038,-74.02903087,Low
01-06-2025,11:47:42,Rain,Good,Morning,Jam,Rear-end,Bus,Mechanical Failure,40.73383641,-73.94763268,Medium
24-08-2025,04:04:59,Clear,Poor,Night,Low,Head-on,Truck,Running Red Light,40.8044524,-74.00757696,High
12-01-2025,05:47:28,Clear,Poor,Night,Medium,Rear-end,Motorcycle,Distracted Driving,40.6279967,-73.84378838,Medium
04-08-2025,08:58:30,Clear,Good,Morning,Medium,Rear-end,Car,Mechanical Failure,40.76660867,-73.78742737,Low
22-04-2025,09:10:24,Rain,Good,Morning,Medium,Rollover,Car,Running Red Light,40.78348737,-74.04645322,Medium
18-02-2025,20:20:59,Rain,Good,Evening,Medium,Rollover,Car,Mechanical Failure,40.91785556,-73.97483743,High
11-05-2025,05:45:48,Clear,Good,Night,Low,Side,Car,Mechanical Failure,40.60923758,-73.72310195,Low
25-02-2025,18:37:55,Clear,Good,Afternoon,Medium,Other,Motorcycle,Weather,40.67848045,-73.81717706,Low
07-08-2025,15:46:48,Snow,Poor,Afternoon,Low,Rear-end,Car,Alcohol,40.79717144,-74.07693173,Medium
02-01-2025,17:02:25,Rain,Moderate,Afternoon,Medium,Rollover,Bus,Speeding,40.63701279,-74.06817265,Medium
18-06-2025,17:57:53,Clear,Good,Afternoon,High,Head-on,Truck,Alcohol,40.64855265,-74.05273873,Medium
27-02-2025,16:34:05,Rain,Good,Afternoon,Low,Rollover,Truck,Mechanical Failure,40.91196938,-73.81532521,Medium
20-06-2025,09:41:32,Clear,Moderate,Morning,High,Rollover,Car,Weather,40.62134481,-74.13574002,Medium
13-04-2025,20:04:08,Clear,Moderate,Evening,Jam,Rollover,Motorcycle,Speeding,40.88839258,-73.82277685,High
12-06-2025,21:09:49,Rain,Moderate,Evening,Low,Rear-end,Car,Speeding,40.8884792,-73.95209772,Medium
26-04-2025,16:02:06,Clear,Good,Afternoon,Low,Side,Car,Distracted Driving,40.56467329,-73.96724194,Low
26-01-2025,06:05:06,Clear,Good,Night,Low,Head-on,Car,Distracted Driving,40.70657391,-73.95541656,Medium
23-04-2025,13:29:05,Clear,Good,Afternoon,Medium,Side,Car,Other,40.83564446,-73.77153669,Low
15-01-2025,05:20:07,Rain,Good,Night,Medium,Rear-end,Car,Weather,40.57375889,-73.70159299,Medium
12-06-2025,09:28:53,Snow,Moderate,Morning,Medium,Rollover,Car,Weather,40.56255774,-73.96357307,Medium
22-05-2025,05:24:01,Clear,Construction,Night,Low,Head-on,Motorcycle,Running Red Light,40.89415653,-73.90862592,High
28-08-2025,18:51:41,Clear,Moderate,Afternoon,Medium,Head-on,Car,Other,40.82004409,-73.99132483,Medium
15-03-2025,01:55:27,Snow,Good,Night,Medium,Other,Car,Distracted Driving,40.69271447,-74.00390017,Medium
12-05-2025,02:10:37,Fog,Moderate,Night,High,Rear-end,Bus,Weather,40.58496236,-73.91032297,Medium
01-07-2025,20:44:48,Clear,Poor,Evening,Low,Side,Car,Distracted Driving,40.78084273,-73.92491119,Medium
05-03-2025,09:24:53,Clear,Moderate,Morning,High,Side,Truck,Distracted Driving,40.61076658,-73.74000543,Low
